NM_001256867	NM_001242328
NM_001256867	NM_001242326
NM_001355519	NM_001355522
NM_001080140	NM_173571
NM_001256867	NM_001242332
NM_001256867	NM_001242331
NM_001130405	NM_001130404
NM_001256867	NM_001242330
NM_001330061	NM_001330066
NM_001348072	NM_001348070
NM_001382504	NM_001382505
NM_001386052	NM_001386051
NM_001142499	NM_001142500
NM_001293179	NM_007173
NM_001330061	NM_016212
NM_001293179	NM_001293180
NM_018426	NM_001318792
NM_001330061	NM_001243722
NM_001201553	NM_001201552
NM_001142499	NM_138439
NM_001080457	NM_001348568
NM_001355277	NM_001355278
NM_014504	NM_001367728
NM_001368166	NM_001368167
NM_014504	NM_001367732
NM_014504	NM_001367730
NM_001319036	NM_004718
NM_001368166	NM_001368165
NM_014504	NM_001367731
NM_014504	NM_001367729
NM_014504	NM_001367736
NM_014504	NM_001367727
NM_001097604	NM_001097594
NM_014504	NM_001367735
NM_014504	NM_001367725
NM_001368166	NM_001368168
NM_001008387	NM_198448
NM_001135195	NM_173596
NM_014504	NM_001367726
NM_014809	NM_001350403
NM_001243193	NM_016583
NM_014504	NM_001287062
NM_001243193	NM_130852
NM_148672	NM_001301874
NM_014809	NM_001168375
NM_014504	NM_001367734
NM_001355003	NM_001355004
NM_014504	NM_001367733
NM_001102576	NM_153478
NM_001267547	NM_003224
NM_001374	NM_001301680
NM_001085488	NM_001282011
NM_001315494	NM_001347931
NM_017898	NM_001317338
NM_052910	NM_001281503
NM_005492	NM_001281730
NM_001330566	NM_001330565
NM_148672	NM_001301873
NM_001316677	NM_001323354
NM_001351480	NM_001351479
NM_001367348	NM_001386820
NM_001351480	NM_001375977
NM_001330566	NM_001330567
NM_001351480	NM_001375997
NM_001351480	NM_001375996
NM_001351480	NM_001375995
NM_001330566	NM_001382210
NM_001330566	NM_001382209
NM_001267547	NM_001267548
NM_001375441	NM_002151
NM_001384334	NM_001384333
NM_001244567	NM_001196
NM_001352688	NM_001352687
NM_032333	NM_001243780
NM_001290072	NM_021572
NM_032333	NM_001243778
NM_001320038	NM_001320037
NM_001375441	NM_182983
NM_032333	NM_001243779
NM_001282146	NM_020742
NM_004296	NM_001370289
NM_001282146	NM_001282145
NM_004296	NM_001370287
NM_001282146	NM_181332
NM_004296	NM_001370288
NM_005410	NM_001085486
NM_138937	NM_138938
NM_138937	NM_002580
NM_182522	NM_001005527
NM_001349119	NM_001349118
NM_001114618	NM_001114620
NM_001114618	NM_001114619
NM_001321744	NM_001321745
NM_001349160	NM_033169
NM_033363	NM_021107
NM_001001673	NM_001110357
NM_001001673	NM_001110356
NM_001258324	NM_001258321
NM_001282877	NM_153345
NM_001318750	NM_001318747
NM_001318750	NM_001318748
NM_182911	NM_001349012
NM_001001673	NM_001289110
NM_001258324	NM_001318386
NM_001220484	NM_203309
NM_000643	NM_000644
NM_001258324	NM_001258322
NM_001243241	NM_001135216
NM_001258324	NM_001318385
NM_001242785	NM_001352517
NM_001354073	NM_001354076
NM_001321744	NM_001321743
NM_001011549	NM_002362
NM_001011549	NM_001011550
NM_001142529	NM_001142530
NM_001282877	NM_001242773
NM_000643	NM_000028
NM_001243241	NM_001135215
NM_030794	NM_001146071
NM_001354073	NM_001354074
NM_001321183	NM_001321180
NM_001321183	NM_001242491
NM_144571	NM_001286790
NM_001130137	NM_001130136
NM_001184991	NM_001184987
NM_001144009	NM_001144010
NM_001278494	NM_001278492
NM_001278494	NM_001278493
NM_001184991	NM_001184986
NM_006036	NM_001171603
NM_001257209	NM_001257205
NM_001199142	NM_001037808
NM_001184991	NM_001184988
NM_001144009	NM_001144008
NM_001144009	NM_001144006
NM_001184991	NM_001184990
NM_001286471	NM_001102367
NM_001278494	NM_001278491
NM_152409	NM_001135586
NM_001199142	NM_001267574
NM_001199849	NM_033657
NM_001007074	NM_001007073
NM_001278263	NM_001042476
NM_001184991	NM_002494
NM_001130480	NM_001130481
NM_001472	NM_001098411
NM_001172109	NM_001172110
NM_001242903	NM_001242902
NM_001130405	NM_001130406
NM_001199148	NM_001351538
NM_001349422	NM_001349424
NM_001353693	NM_001353691
NM_001322916	NM_001322920
NM_001353693	NM_001353688
NM_001477	NM_021123
NM_001363024	NM_001363083
NM_001354087	NM_001354079
NM_001349422	NM_001349419
NM_001349382	NM_001349384
NM_001321324	NM_020963
NM_001354087	NM_001354080
NM_001349422	NM_001349426
NM_001349422	NM_001349421
NM_001190900	NM_001190892
NM_001130405	NM_198441
NM_001040098	NM_001363416
NM_001349633	NM_001349634
NM_001303439	NM_001303437
NM_001353693	NM_001353692
NM_001348426	NM_001348428
NM_001353693	NM_003253
NM_000529	NM_001291911
NM_001348426	NM_001348429
NM_001348052	NM_019029
NM_001321003	NM_001321002
NM_001348715	NM_001348714
NM_001349422	NM_001349420
NM_001348426	NM_001348432
NM_001322916	NM_001322915
NM_001349422	NM_001349425
NM_001349422	NM_017644
NM_001172288	NM_001007551
NM_001348715	NM_001348713
NM_001349422	NM_001349423
NM_001287256	NM_001287255
NM_001354087	NM_001354078
NM_001329634	NM_001329632
NM_001321003	NM_001321001
NM_001348052	NM_001348054
NM_173042	NM_001145057
NM_001322916	NM_001322914
NM_001318537	NM_001318538
NM_001363176	NM_001286657
NM_001354214	NM_001354212
NM_001354214	NM_001354213
NM_001190900	NM_001190899
NM_001290189	NM_001020821
NM_001348426	NM_001348427
NM_001349633	NM_001349632
NM_001040098	NM_001363415
NM_001348426	NM_001348430
NM_001267810	NM_181468
NM_001136006	NM_001136005
NM_001322916	NM_001322918
NM_001321324	NM_001130079
NM_001348426	NM_001348433
NM_001287256	NM_173539
NM_001144945	NM_001144944
NM_001318537	NM_001318536
NM_001130405	NM_001130407
NM_001362848	NM_001362850
NM_001349382	NM_001349383
NM_001322916	NM_001322913
NM_001322916	NM_001322919
NM_001363024	NM_015878
NM_001477	NM_001098405
NM_001318877	NM_007003
NM_001348426	NM_001348425
NM_001290189	NM_001020818
NM_001321003	NM_001321004
NM_001726	NM_001242805
NM_001353693	NM_001353690
NM_001321003	NM_001005369
NM_001303439	NM_001303438
NM_001320585	NM_001320584
NM_001348426	NM_001348431
NM_001354087	NM_001354082
NM_001353693	NM_001353689
NM_001348426	NM_001348424
NM_001324102	NM_007250
NM_001322124	NM_001322123
NM_001303439	NM_144608
NM_001190900	NM_024411
NM_001145520	NM_015577
NM_001356370	NM_177477
NM_001142529	NM_001142524
NM_001282877	NM_001282876
NM_001329472	NM_024315
NM_001290189	NM_138373
NM_001363996	NM_001746
NM_001242501	NM_001365754
NM_001365159	NM_001365158
NM_001329634	NM_001080469
NM_001164759	NM_001164760
NM_001134415	NM_018138
NM_182795	NM_001286680
NM_182911	NM_025244
NM_001347819	NM_018245
NM_005496	NM_001002800
NM_001286625	NM_080594
NM_001318537	NM_005842
NM_001313905	NM_001425
NM_001242501	NM_001365755
NM_001366112	NM_020386
NM_001242501	NM_001365752
NM_001366522	NM_001682
NM_001267810	NM_002212
NM_001349160	NM_003781
NM_001199849	NM_004632
NM_024567	NM_001135726
NM_001363051	NM_001363050
NM_001354087	NM_024946
NM_001166386	NM_001166387
NM_001242501	NM_001365753
NM_001349382	NM_173514
NM_001348052	NM_031311
NM_001363051	NM_020647
NM_001290629	NM_015999
NM_181657	NM_001143919
NM_001184750	NM_001184749
NM_001128303	NM_153218
NM_001354073	NM_004294
NM_012219	NM_001085049
NM_001271156	NM_173832
NM_001323619	NM_018671
NM_001083963	NM_001083965
NM_139277	NM_005046
NM_001346222	NM_000878
NM_001363996	NM_001363997
NM_021006	NM_001001437
NM_001467	NM_001164280
NM_174976	NM_001364172
NM_001104595	NM_017911
NM_133436	NM_001673
NM_001145513	NM_014766
NM_005914	NM_182746
NM_000674	NM_001048230
NM_139315	NM_001364998
NM_007372	NM_203499
NM_001366522	NM_001366520
NM_139315	NM_001364999
NM_001329536	NM_012265
NM_006001	NM_080386
NM_001366400	NM_014636
NM_001365204	NM_001365203
NM_001321744	NM_001009993
NM_001297778	NM_022787
NM_001349119	NM_001387564
NM_001190900	NM_001190898
NM_001308421	NM_001308422
NM_001308421	NM_001308423
NM_001317118	NM_001317121
NM_001317118	NM_001253801
NM_001317118	NM_001317117
NM_001317118	NM_001317119
NM_001317118	NM_001079907
NM_001289125	NM_207585
NM_001278668	NM_001278667
NM_001278668	NM_016277
NM_001278668	NM_001278666
NM_001366725	NM_014310
NM_001278668	NM_183227
NM_001316888	NM_001316887
NM_000228	NM_001127641
NM_000714	NM_001256530
NM_001316888	NM_001316889
NM_001290629	NM_001290557
NM_001352603	NM_002312
NM_001316888	NM_021796
NM_000714	NM_001256531
NM_001270483	NM_003312
NM_001201575	NM_001333
NM_001312871	NM_198076
NM_001199138	NM_001199139
NM_001199138	NM_021209
NM_001004358	NM_021923
NM_001114734	NM_001363585
NM_153426	NM_001204398
NM_001135058	NM_004086
NM_153426	NM_001204397
NM_001002245	NM_001002246
NM_001363433	NM_001142928
NM_001002245	NM_001002249
NM_001142529	NM_001350270
NM_181889	NM_181886
NM_000688	NM_001304443
NM_001354012	NM_001354008
NM_001353249	NM_001353253
NM_006005	NM_001145853
NM_001002245	NM_001002247
NM_000688	NM_199166
NM_001002245	NM_001289416
NM_181889	NM_003340
NM_001354012	NM_001354009
NM_001009960	NM_001363334
NM_175743	NM_153488
NM_001353249	NM_001353252
NM_181889	NM_181888
NM_003389	NM_052820
NM_001002245	NM_001289414
NM_001362771	NM_177559
NM_033626	NM_001271835
NM_032350	NM_001134396
NM_001009960	NM_138494
NM_015415	NM_001143674
NM_001039584	NM_001039583
NM_001322965	NM_001322968
NM_001354012	NM_001354007
NM_001743	NM_001329922
NM_001354012	NM_001354010
NM_001002245	NM_001289417
NM_001199237	NM_001199240
NM_001364015	NM_004060
NM_001253383	NM_001253379
NM_001276307	NM_003946
NM_001353249	NM_001353246
NM_001322965	NM_001322966
NM_175743	NM_001321402
NM_001328615	NM_000862
NM_001301196	NM_001301190
NM_001276307	NM_001276312
NM_175743	NM_175742
NM_001171506	NM_001171507
NM_175743	NM_001282505
NM_001353249	NM_001353245
NM_175743	NM_001321401
NM_175743	NM_001282504
NM_080861	NM_001324081
NM_005414	NM_001248008
NM_001242374	NM_001242375
NM_001322965	NM_001322969
NM_001002245	NM_001289415
NM_032350	NM_001318252
NM_001353249	NM_001353251
NM_001301196	NM_001301188
NM_001322965	NM_000274
NM_001171506	NM_001171508
NM_001008211	NM_021980
NM_001103151	NM_001184924
NM_007267	NM_001321185
NM_001321423	NM_001321422
NM_175743	NM_001321403
NM_001353249	NM_001353255
NM_001353249	NM_001353247
NM_175743	NM_001282502
NM_203330	NM_001127223
NM_001322965	NM_001322967
NM_001365724	NM_001365725
NM_001322965	NM_001322970
NM_001301196	NM_001301193
NM_001197246	NM_007047
NM_175743	NM_001321404
NM_001199237	NM_001199238
NM_001253383	NM_001253380
NM_001002245	NM_016476
NM_014926	NM_001318810
NM_001008211	NM_001008213
NM_001287442	NM_199320
NM_001253383	NM_001253382
NM_175743	NM_005361
NM_001287442	NM_001287443
NM_032350	NM_001134395
NM_001127321	NM_001127322
NM_001362771	NM_001895
NM_001171186	NM_174951
NM_006070	NM_001007565
NM_001199237	NM_001199239
NM_002649	NM_001282426
NM_001353249	NM_001353250
NM_001103151	NM_001103150
NM_001127895	NM_022467
NM_001363433	NM_001363434
NM_001362771	NM_001362770
NM_001145344	NM_032838
NM_001354012	NM_001354006
NM_001136504	NM_177402
NM_175743	NM_001321400
NM_001127321	NM_012117
NM_001145344	NM_001145345
NM_001276307	NM_001276309
NM_014926	NM_001318811
NM_001320980	NM_001320978
NM_001081551	NM_018661
NM_001242405	NM_001242404
NM_001329910	NM_001329909
NM_001256372	NM_024680
NM_001613	NM_001141945
NM_001320980	NM_001320981
NM_001099733	NM_001117
NM_001242405	NM_001242402
NM_001135167	NM_001135168
NM_001365405	NM_003869
NM_004467	NM_147203
NM_001348120	NM_006470
NM_015895	NM_001251991
NM_001289396	NM_003070
NM_001613	NM_001320855
NM_004467	NM_201553
NM_001320980	NM_001320982
NM_001320980	NM_000877
NM_000517	NM_000558
NM_001348120	NM_001348119
NM_022445	NM_001350879
NM_001242405	NM_001242400
NM_001184694	NM_020203
NM_001319217	NM_000499
NM_004467	NM_201552
NM_033632	NM_001349798
NM_001177413	NM_001135592
NM_001136205	NM_001351443
NM_001321690	NM_001207067
NM_001258220	NM_001258219
NM_001242405	NM_001242406
NM_001329910	NM_000175
NM_001350673	NM_001350695
NM_001350673	NM_001350688
NM_001367915	NM_001367917
NM_001350673	NM_001350690
NM_001350673	NM_194456
NM_001350673	NM_001350683
NM_001350673	NM_001350687
NM_001350673	NM_194455
NM_001350673	NM_001350675
NM_001350673	NM_001350678
NM_001350673	NM_001350681
NM_001350673	NM_001350697
NM_001350673	NM_004912
NM_001350673	NM_001350684
NM_001350673	NM_001350694
NM_001350673	NM_001350692
NM_001350673	NM_001350674
NM_001350673	NM_001350679
NM_001367915	NM_001302622
NM_000833	NM_001134407
NM_001350673	NM_001350682
NM_001350673	NM_001350691
NM_001177676	NM_003485
NM_001350673	NM_001350677
NM_080706	NM_018727
NM_001350673	NM_001350696
NM_001177676	NM_001348437
NM_001350673	NM_001350686
NM_001367915	NM_000665
NM_001350673	NM_001350680
NM_001350673	NM_001350689
NM_001350673	NM_001350693
NM_001350673	NM_001350676
NM_001282936	NM_003035
NM_012478	NM_001348170
NM_001350673	NM_001350685
NM_001350673	NM_001350672
NM_001281718	NM_001281717
NM_001281718	NM_001281719
NM_001143905	NM_001194995
NM_001142482	NM_001142476
NM_001142482	NM_001142483
NM_001142482	NM_001142479
NM_001142482	NM_001142477
NM_001130705	NM_001130703
NM_001142482	NM_001142481
NM_001130705	NM_014269
NM_001130705	NM_001130704
NM_001142482	NM_001142480
NM_001330061	NM_001099687
NM_001330061	NM_001205259
NM_001130705	NM_001278127
NM_001100422	NM_001282735
NM_001199874	NM_001199873
NM_001282511	NM_001282507
NM_001282699	NM_001282703
NM_001144032	NM_001164262
NM_145662	NM_013453
NM_001130705	NM_001278126
NM_203414	NM_015362
NM_001289998	NM_001290028
NM_001291624	NM_001291625
NM_001130705	NM_001278125
NM_001001349	NM_017595
NM_001195071	NM_012264
NM_001193289	NM_145699
NM_001366977	NM_001366975
NM_030972	NM_001161499
NM_001366977	NM_001366976
NM_001369457	NM_001374860
NM_001369457	NM_001142520
NM_001369457	NM_001374854
NM_001369457	NM_001374863
NM_001369457	NM_001374856
NM_001369457	NM_001374865
NM_001317810	NM_052953
NM_001369457	NM_001374864
NM_001369457	NM_001374850
NM_018194	NM_001122834
NM_018194	NM_001170580
NM_001369457	NM_001374867
NM_001369457	NM_001374804
NM_001369457	NM_001374861
NM_001369457	NM_001374855
NM_001317810	NM_001317809
NM_001369457	NM_001374862
NM_001369457	NM_001374851
